x1,x2,sentence1,sentence2,y_type,y_score
still,,Bulb A and B are still contained within closed paths,bulbs A and B are in a closed path,NOALI,NIL
within closed paths,in a closed path,Bulb A and B are still contained within closed paths,bulbs A and B are in a closed path,SPE2,4
are contained,are,Bulb A and B are still contained within closed paths,bulbs A and B are in a closed path,EQUI,5
Bulb A and B,bulbs A and B,Bulb A and B are still contained within closed paths,bulbs A and B are in a closed path,EQUI,5
are,are,"bulbs a, b, and c are on a path with the battery",A and C are in the same path,EQUI,5
with the battery,,"bulbs a, b, and c are on a path with the battery",A and C are in the same path,NOALI,NIL
on a path,in the same path,"bulbs a, b, and c are on a path with the battery",A and C are in the same path,SPE2,4
"bulbs a, b, and c",A and C,"bulbs a, b, and c are on a path with the battery",A and C are in the same path,SPE2,3
were,are,Bulbs A and C were still contained on closed paths with the batery,Bulbs A and C are still contained in closed paths with the battery,SIMI,4
on closed paths,in closed paths,Bulbs A and C were still contained on closed paths with the batery,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
still,still,Bulbs A and C were still contained on closed paths with the batery,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
contained,contained,Bulbs A and C were still contained on closed paths with the batery,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
Bulbs A and C,Bulbs A and C,Bulbs A and C were still contained on closed paths with the batery,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
with the batery,with the battery,Bulbs A and C were still contained on closed paths with the batery,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
is connected,are connected,Terminal five is connected to the positive battery terminal.,Terminal 5 and the positive terminal are connected,EQUI,5
Terminal five to the positive battery terminal.,Terminal 5 and the positive terminal,Terminal five is connected to the positive battery terminal.,Terminal 5 and the positive terminal are connected,EQUI,5
the gap,,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
electricity,different electrical states,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,REL,4
,at the terminals,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
because,,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
the battery,A battery,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,EQUI,5
has,,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
does not,,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
and,,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,uses,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,to maintain,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,a chemical reaction,because the battery has electricity and the gap does not,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
terminal 1 to the positive terminal,Terminal 1 and the positive terminal,terminal 1 is connected to the positive terminal,Terminal 1 and the positive terminal are separated by the gap,EQUI,5
,by the gap,terminal 1 is connected to the positive terminal,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
is connected,are separated,terminal 1 is connected to the positive terminal,Terminal 1 and the positive terminal are separated by the gap,OPPO,4
contained,are not,"""bulb A""""s path only contained switch Z""",Switch Y and bulb A are not in the same closed path,OPPO,4
only,,"""bulb A""""s path only contained switch Z""",Switch Y and bulb A are not in the same closed path,NOALI,NIL
"""bulb A""""s path switch Z""",Switch Y and bulb A in the same closed path,"""bulb A""""s path only contained switch Z""",Switch Y and bulb A are not in the same closed path,REL,2
"in an open path,",in a closed path,"Bulb C was in an open path,",Bulb C was not in a closed path,OPPO,4
was,was not,"Bulb C was in an open path,",Bulb C was not in a closed path,OPPO,4
Bulb C,Bulb C,"Bulb C was in an open path,",Bulb C was not in a closed path,EQUI,5
will be a gap,are not connected.,there will be a gap between the positive battery terminal and the bulb terminal,A non-zero voltage means that the terminals are not connected.,SIMI,4
between the positive battery terminal and the bulb terminal,the terminals,there will be a gap between the positive battery terminal and the bulb terminal,A non-zero voltage means that the terminals are not connected.,SPE1,3
,that,there will be a gap between the positive battery terminal and the bulb terminal,A non-zero voltage means that the terminals are not connected.,NOALI,NIL
,means,there will be a gap between the positive battery terminal and the bulb terminal,A non-zero voltage means that the terminals are not connected.,NOALI,NIL
,A non-zero voltage,there will be a gap between the positive battery terminal and the bulb terminal,A non-zero voltage means that the terminals are not connected.,NOALI,NIL
there,,there will be a gap between the positive battery terminal and the bulb terminal,A non-zero voltage means that the terminals are not connected.,NOALI,NIL
is connected,is connected,terminal 1 is connected to the negative battery terminal,terminal 1 is connected to the negative battery terminal,EQUI,5
terminal 1,terminal 1,terminal 1 is connected to the negative battery terminal,terminal 1 is connected to the negative battery terminal,EQUI,5
to the negative battery terminal,to the negative battery terminal,terminal 1 is connected to the negative battery terminal,terminal 1 is connected to the negative battery terminal,EQUI,5
between the bulb terminal and the battery terminal.,the terminals,There is no connection between the bulb terminal and the battery terminal.,the terminals are not connected,SPE1,3
There,,There is no connection between the bulb terminal and the battery terminal.,the terminals are not connected,NOALI,NIL
is no connection,are not connected,There is no connection between the bulb terminal and the battery terminal.,the terminals are not connected,EQUI,5
is not connected,are not connected,Because terminal 1 is not connected to terminal 6.,Terminals 1 and 6 are not connected,EQUI,5
Because,,Because terminal 1 is not connected to terminal 6.,Terminals 1 and 6 are not connected,NOALI,NIL
terminal 1 to terminal 6.,Terminals 1 and 6,Because terminal 1 is not connected to terminal 6.,Terminals 1 and 6 are not connected,EQUI,5
,still,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,NOALI,NIL
is not needed,,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,NOALI,NIL
for bulb a,Bulb A,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,EQUI,5
,with the battery,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,NOALI,NIL
Y,,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,NOALI,NIL
,in a closed path,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,NOALI,NIL
to light,,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,NOALI,NIL
,is,Y is not needed for bulb a to light,Bulb A is still in a closed path with the battery,NOALI,NIL
to a battery,with the battery.,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",EQUI,5
,then,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
within a closed path,in a closed path,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",EQUI,5
,C,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
Bulb A and B,A and B,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",EQUI,5
,"burns out,",Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
connected,,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
still,still,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",EQUI,5
and,,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
are contained,are,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",EQUI,5
,If,Bulb A and B are still contained within a closed path and connected to a battery,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
is,,the bulb is only connected at the negative connection.,the battery is in an open path,NOALI,NIL
the bulb,,the bulb is only connected at the negative connection.,the battery is in an open path,NOALI,NIL
connected,,the bulb is only connected at the negative connection.,the battery is in an open path,NOALI,NIL
,in an open path,the bulb is only connected at the negative connection.,the battery is in an open path,NOALI,NIL
,is,the bulb is only connected at the negative connection.,the battery is in an open path,NOALI,NIL
at the negative connection.,the battery,the bulb is only connected at the negative connection.,the battery is in an open path,REL,4
only,,the bulb is only connected at the negative connection.,the battery is in an open path,NOALI,NIL
to the positive battery terminal,to the negative battery terminal,Because terminal 1 is connected to the positive battery terminal,terminal 1 is connected to the negative battery terminal,OPPO,4
terminal 1,terminal 1,Because terminal 1 is connected to the positive battery terminal,terminal 1 is connected to the negative battery terminal,EQUI,5
Because,,Because terminal 1 is connected to the positive battery terminal,terminal 1 is connected to the negative battery terminal,NOALI,NIL
is connected,is connected,Because terminal 1 is connected to the positive battery terminal,terminal 1 is connected to the negative battery terminal,EQUI,5
off,an incomplete circuit,A and B are off,there is an incomplete circuit,REL,4
A and B,,A and B are off,there is an incomplete circuit,NOALI,NIL
,there,A and B are off,there is an incomplete circuit,NOALI,NIL
are,,A and B are off,there is an incomplete circuit,NOALI,NIL
,is,A and B are off,there is an incomplete circuit,NOALI,NIL
There,,There are other closed path without bulb B,Bulbs A and C are in a closed path,NOALI,NIL
without bulb B,Bulbs A and C,There are other closed path without bulb B,Bulbs A and C are in a closed path,SPE2,3
are,,There are other closed path without bulb B,Bulbs A and C are in a closed path,NOALI,NIL
,are,There are other closed path without bulb B,Bulbs A and C are in a closed path,NOALI,NIL
other closed path,in a closed path,There are other closed path without bulb B,Bulbs A and C are in a closed path,EQUI,5
to the negative terminal of the battery,in the same electrical state,Terminal 1 and terminal 2 are connected to the negative terminal of the battery,Terminals 1 and 2 are connected and in the same electrical state,REL,3
are connected,are connected,Terminal 1 and terminal 2 are connected to the negative terminal of the battery,Terminals 1 and 2 are connected and in the same electrical state,EQUI,5
Terminal 1 and terminal 2,Terminals 1 and 2,Terminal 1 and terminal 2 are connected to the negative terminal of the battery,Terminals 1 and 2 are connected and in the same electrical state,EQUI,5
,and,Terminal 1 and terminal 2 are connected to the negative terminal of the battery,Terminals 1 and 2 are connected and in the same electrical state,NOALI,NIL
with the battery.,with the battery,bulb b and c are contained in the same path with the battery.,B and C are in the same path with the battery,EQUI,5
bulb b and c,B and C,bulb b and c are contained in the same path with the battery.,B and C are in the same path with the battery,EQUI,5
are contained,are,bulb b and c are contained in the same path with the battery.,B and C are in the same path with the battery,EQUI,5
in the same path,in the same path,bulb b and c are contained in the same path with the battery.,B and C are in the same path with the battery,EQUI,5
a gap,no gap,Tells you that there is a gap,there is no gap between the terminals,OPPO,4
that,,Tells you that there is a gap,there is no gap between the terminals,NOALI,NIL
there,there,Tells you that there is a gap,there is no gap between the terminals,EQUI,5
Tells,,Tells you that there is a gap,there is no gap between the terminals,NOALI,NIL
is,is,Tells you that there is a gap,there is no gap between the terminals,EQUI,5
,between the terminals,Tells you that there is a gap,there is no gap between the terminals,NOALI,NIL
you,,Tells you that there is a gap,there is no gap between the terminals,NOALI,NIL
are,is,because bulb A and B are within the same path,each bulb is in its own path,EQUI,5
within the same path,in its own path,because bulb A and B are within the same path,each bulb is in its own path,SPE2,3
because,,because bulb A and B are within the same path,each bulb is in its own path,NOALI,NIL
bulb A and B,each bulb,because bulb A and B are within the same path,each bulb is in its own path,SPE1,3
does not affect,are not,switch Y does not affect the closed circuit of bulb A,Switch Y and bulb A are not in the same closed path,SIMI,3
switch Y of bulb A,Switch Y and bulb A,switch Y does not affect the closed circuit of bulb A,Switch Y and bulb A are not in the same closed path,EQUI,5
the closed circuit,in the same closed path,switch Y does not affect the closed circuit of bulb A,Switch Y and bulb A are not in the same closed path,REL,4
in a closed circuit,in closed paths,because the paths were still in a closed circuit with the battery terminal,Bulbs A and C are still contained in closed paths with the battery,REL,4
with the battery terminal,with the battery,because the paths were still in a closed circuit with the battery terminal,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
were,are contained,because the paths were still in a closed circuit with the battery terminal,Bulbs A and C are still contained in closed paths with the battery,SIMI,4
still,still,because the paths were still in a closed circuit with the battery terminal,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
the paths,Bulbs A and C,because the paths were still in a closed circuit with the battery terminal,Bulbs A and C are still contained in closed paths with the battery,REL,4
because,,because the paths were still in a closed circuit with the battery terminal,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
,in which,the battery is on a closed path,the battery is contained in a closed path in which there is no bulb,NOALI,NIL
is,is contained,the battery is on a closed path,the battery is contained in a closed path in which there is no bulb,EQUI,5
the battery,the battery,the battery is on a closed path,the battery is contained in a closed path in which there is no bulb,EQUI,5
,is,the battery is on a closed path,the battery is contained in a closed path in which there is no bulb,NOALI,NIL
,there,the battery is on a closed path,the battery is contained in a closed path in which there is no bulb,NOALI,NIL
on a closed path,in a closed path,the battery is on a closed path,the battery is contained in a closed path in which there is no bulb,EQUI,5
,no bulb,the battery is on a closed path,the battery is contained in a closed path in which there is no bulb,NOALI,NIL
because,,Circuit 4 is not a short circuit because the battery is not contained in a closed path.,The battery in 4 is not in a closed path,NOALI,NIL
is not,,Circuit 4 is not a short circuit because the battery is not contained in a closed path.,The battery in 4 is not in a closed path,NOALI,NIL
Circuit 4,in 4,Circuit 4 is not a short circuit because the battery is not contained in a closed path.,The battery in 4 is not in a closed path,EQUI,5
a short circuit,,Circuit 4 is not a short circuit because the battery is not contained in a closed path.,The battery in 4 is not in a closed path,NOALI,NIL
in a closed path.,in a closed path,Circuit 4 is not a short circuit because the battery is not contained in a closed path.,The battery in 4 is not in a closed path,EQUI,5
the battery,The battery,Circuit 4 is not a short circuit because the battery is not contained in a closed path.,The battery in 4 is not in a closed path,EQUI,5
is not contained,is not,Circuit 4 is not a short circuit because the battery is not contained in a closed path.,The battery in 4 is not in a closed path,EQUI,5
are connected,are,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,EQUI,5
still,still,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,EQUI,5
,C,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,NOALI,NIL
bulbs A and B,A and B,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,EQUI,5
to the closed circuit,in a closed path,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,REL,4
,If,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,NOALI,NIL
containing the battery,with the battery,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,EQUI,5
,then,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,NOALI,NIL
,burns out,bulbs A and B are still connected to the closed circuit containing the battery,If C burns out then A and B are still in a closed path with the battery,NOALI,NIL
Because,,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
are not,,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
"in a closed path,",,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
are giving,,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
so,,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
the voltage,different electrical states,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,REL,3
the terminals,at the terminals,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,EQUI,5
of the battery,A battery,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,EQUI,5
you,,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
itself,,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,a chemical reaction,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,to maintain,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,uses,"Because the terminals are not in a closed path, so you are giving the voltage of the battery itself",A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
bulb b and c,bulbs B and C,bulb b and c are still in a closed path with the battery.,bulbs B and C are still in closed paths with the battery,EQUI,5
in a closed path,in closed paths,bulb b and c are still in a closed path with the battery.,bulbs B and C are still in closed paths with the battery,SPE1,4
still,still,bulb b and c are still in a closed path with the battery.,bulbs B and C are still in closed paths with the battery,EQUI,5
with the battery.,with the battery,bulb b and c are still in a closed path with the battery.,bulbs B and C are still in closed paths with the battery,EQUI,5
are,are,bulb b and c are still in a closed path with the battery.,bulbs B and C are still in closed paths with the battery,EQUI,5
with the battery,with the battery,bulbs a and c are contained in different paths with the battery,A and C are in different paths with the battery,EQUI,5
are contained,are,bulbs a and c are contained in different paths with the battery,A and C are in different paths with the battery,EQUI,5
in different paths,in different paths,bulbs a and c are contained in different paths with the battery,A and C are in different paths with the battery,EQUI,5
bulbs a and c,A and C,bulbs a and c are contained in different paths with the battery,A and C are in different paths with the battery,EQUI,5
is not separated,are not separated,positive battery terminal is not separated by a gap from terminal 4,Terminal 4 and the positive terminal are not separated by the gap,EQUI,5
positive battery terminal from terminal 4,Terminal 4 and the positive terminal,positive battery terminal is not separated by a gap from terminal 4,Terminal 4 and the positive terminal are not separated by the gap,EQUI,5
by a gap,by the gap,positive battery terminal is not separated by a gap from terminal 4,Terminal 4 and the positive terminal are not separated by the gap,EQUI,5
is,are,that there is no difference in electrical states of the two terminals,The terminals are in the same state.,EQUI,5
of the two terminals,The terminals,that there is no difference in electrical states of the two terminals,The terminals are in the same state.,SPE1,4
that,,that there is no difference in electrical states of the two terminals,The terminals are in the same state.,NOALI,NIL
there,,that there is no difference in electrical states of the two terminals,The terminals are in the same state.,NOALI,NIL
no difference in electrical states,in the same state.,that there is no difference in electrical states of the two terminals,The terminals are in the same state.,EQUI,5
does not effect,does not include,switch X does not effect bulbs B and C,There is a path with B and C that does not include X,SIMI,3
,that,switch X does not effect bulbs B and C,There is a path with B and C that does not include X,NOALI,NIL
bulbs B and C,with B and C,switch X does not effect bulbs B and C,There is a path with B and C that does not include X,EQUI,5
,There,switch X does not effect bulbs B and C,There is a path with B and C that does not include X,NOALI,NIL
switch X,X,switch X does not effect bulbs B and C,There is a path with B and C that does not include X,EQUI,5
,a path,switch X does not effect bulbs B and C,There is a path with B and C that does not include X,NOALI,NIL
,is,switch X does not effect bulbs B and C,There is a path with B and C that does not include X,NOALI,NIL
There,there,There is a gap in the circut.,there is a gap in the circuit,EQUI,5
a gap,a gap,There is a gap in the circut.,there is a gap in the circuit,EQUI,5
is,is,There is a gap in the circut.,there is a gap in the circuit,EQUI,5
in the circut.,in the circuit,There is a gap in the circut.,there is a gap in the circuit,EQUI,5
,Terminal 1 and the positive terminal,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
0 v,,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
1.5 v,,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
1.5 v,,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
equals,,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
because,,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
,by the gap,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
minus,,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
,are separated,because 1.5 v minus 0 v equals 1.5 v,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
The battery terminals,at the terminals,The battery terminals have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,EQUI,5
,to maintain,The battery terminals have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,a chemical reaction,The battery terminals have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,A battery,The battery terminals have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
have,,The battery terminals have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
different electrical states.,different electrical states,The battery terminals have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,EQUI,5
,uses,The battery terminals have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
the terminals,"Terminals 1, 2 and 3",the terminals are connedted to the negative terminal of the battery.,"Terminals 1, 2 and 3 are connected to the negative battery terminal",SPE2,4
to the negative terminal of the battery.,to the negative battery terminal,the terminals are connedted to the negative terminal of the battery.,"Terminals 1, 2 and 3 are connected to the negative battery terminal",EQUI,5
are connedted,are connected,the terminals are connedted to the negative terminal of the battery.,"Terminals 1, 2 and 3 are connected to the negative battery terminal",EQUI,5
,there,if switches X and Z are closed it will complete the closed circuit for bulb A,"there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery",NOALI,NIL
,containing,if switches X and Z are closed it will complete the closed circuit for bulb A,"there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery",NOALI,NIL
it,,if switches X and Z are closed it will complete the closed circuit for bulb A,"there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery",NOALI,NIL
for bulb A,"Switch Z, Switch X, Bulbs A and C and the battery",if switches X and Z are closed it will complete the closed circuit for bulb A,"there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery",SPE1,1
are closed,,if switches X and Z are closed it will complete the closed circuit for bulb A,"there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery",NOALI,NIL
