x1,x2,sentence1,sentence2,y_type,y_score
.,,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,NOALI,NIL
,.,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,NOALI,NIL
in grass,in a grassy area,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,EQUI,5
standing,standing,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,EQUI,5
,with trees behind,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,NOALI,NIL
at side,,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,NOALI,NIL
of road,,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,NOALI,NIL
Brown and white cow,A brown and white cow,Brown and white cow standing in grass at side of road .,A brown and white cow standing in a grassy area with trees behind .,EQUI,5
in a pen,,A jockey riding a horse in a pen .,A jockey rides a horse at a gallop .,NOALI,NIL
a horse,a horse,A jockey riding a horse in a pen .,A jockey rides a horse at a gallop .,EQUI,5
,at a gallop,A jockey riding a horse in a pen .,A jockey rides a horse at a gallop .,NOALI,NIL
riding,rides,A jockey riding a horse in a pen .,A jockey rides a horse at a gallop .,EQUI,5
.,,A jockey riding a horse in a pen .,A jockey rides a horse at a gallop .,NOALI,NIL
A jockey,A jockey,A jockey riding a horse in a pen .,A jockey rides a horse at a gallop .,EQUI,5
,.,A jockey riding a horse in a pen .,A jockey rides a horse at a gallop .,NOALI,NIL
rides,rides,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,EQUI,5
wearing,wearing,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,EQUI,5
,on a path,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,NOALI,NIL
.,,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,NOALI,NIL
A person,A person,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,EQUI,5
a bike,a bike,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,EQUI,5
near a white structure,,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,NOALI,NIL
,.,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,NOALI,NIL
a helmet,a bike helmet,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,EQUI,5
,through trees,A person wearing a helmet rides a bike near a white structure .,A person wearing a bike helmet rides a bike on a path through trees .,NOALI,NIL
of horses,of horses,Group of horses grazing in grassy field .,A group of horses grazing in a field .,EQUI,5
in grassy field,in a field,Group of horses grazing in grassy field .,A group of horses grazing in a field .,SPE1,4
,.,Group of horses grazing in grassy field .,A group of horses grazing in a field .,NOALI,NIL
grazing,grazing,Group of horses grazing in grassy field .,A group of horses grazing in a field .,EQUI,5
Group,A group,Group of horses grazing in grassy field .,A group of horses grazing in a field .,EQUI,5
.,,Group of horses grazing in grassy field .,A group of horses grazing in a field .,NOALI,NIL
,.,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,NOALI,NIL
with a red bicycle,with a bicycle,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,SPE1,4
a helmet,a bike helmet,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,EQUI,5
behind her,in the background,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,EQUI,5
.,,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,NOALI,NIL
A young blonde girl,A young girl,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,SPE1,4
wearing,wearing,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,EQUI,5
sits,,A young blonde girl wearing a helmet sits with a red bicycle behind her .,A young girl wearing a bike helmet with a bicycle in the background .,NOALI,NIL
laying down,laying,A striped cat laying down on a bag of cat litter .,Domestic cat laying on back of cat litter .,EQUI,5
of cat litter,of cat litter,A striped cat laying down on a bag of cat litter .,Domestic cat laying on back of cat litter .,EQUI,5
on a bag,,A striped cat laying down on a bag of cat litter .,Domestic cat laying on back of cat litter .,NOALI,NIL
A striped cat,Domestic cat,A striped cat laying down on a bag of cat litter .,Domestic cat laying on back of cat litter .,SIMI,3
,.,A striped cat laying down on a bag of cat litter .,Domestic cat laying on back of cat litter .,NOALI,NIL
,on back,A striped cat laying down on a bag of cat litter .,Domestic cat laying on back of cat litter .,NOALI,NIL
.,,A striped cat laying down on a bag of cat litter .,Domestic cat laying on back of cat litter .,NOALI,NIL
,.,Five birds stand on the snow .,Several cardinals stand in the snow .,NOALI,NIL
on the snow,in the snow,Five birds stand on the snow .,Several cardinals stand in the snow .,EQUI,5
Five birds,Several cardinals,Five birds stand on the snow .,Several cardinals stand in the snow .,SIMI,3
.,,Five birds stand on the snow .,Several cardinals stand in the snow .,NOALI,NIL
stand,stand,Five birds stand on the snow .,Several cardinals stand in the snow .,EQUI,5
.,,A woman posing by a pillar with a U2 sign .,a woman is standing by a pillar where `` u2 '' is written .,NOALI,NIL
posing,is standing,A woman posing by a pillar with a U2 sign .,a woman is standing by a pillar where `` u2 '' is written .,SPE1,4
,.,A woman posing by a pillar with a U2 sign .,a woman is standing by a pillar where `` u2 '' is written .,NOALI,NIL
by a pillar,by a pillar,A woman posing by a pillar with a U2 sign .,a woman is standing by a pillar where `` u2 '' is written .,EQUI,5
with a U2 sign,where `` u2 '' is written,A woman posing by a pillar with a U2 sign .,a woman is standing by a pillar where `` u2 '' is written .,EQUI,5
A woman,a woman,A woman posing by a pillar with a U2 sign .,a woman is standing by a pillar where `` u2 '' is written .,EQUI,5
A red moped,The red scooter,A red moped parked on a sidewalk in front of graffiti .,The red scooter is sitting on the street in front of the building .,SPE2,4
in front of graffiti,in front of the building,A red moped parked on a sidewalk in front of graffiti .,The red scooter is sitting on the street in front of the building .,REL,3
parked,is sitting,A red moped parked on a sidewalk in front of graffiti .,The red scooter is sitting on the street in front of the building .,SIMI,4
,.,A red moped parked on a sidewalk in front of graffiti .,The red scooter is sitting on the street in front of the building .,NOALI,NIL
on a sidewalk,on the street,A red moped parked on a sidewalk in front of graffiti .,The red scooter is sitting on the street in front of the building .,SPE1,4
.,,A red moped parked on a sidewalk in front of graffiti .,The red scooter is sitting on the street in front of the building .,NOALI,NIL
,.,Two dogs and one cat sitting on couch .,Two dogs and a cat resting on a couch .,NOALI,NIL
sitting,resting,Two dogs and one cat sitting on couch .,Two dogs and a cat resting on a couch .,SIMI,4
.,,Two dogs and one cat sitting on couch .,Two dogs and a cat resting on a couch .,NOALI,NIL
on couch,on a couch,Two dogs and one cat sitting on couch .,Two dogs and a cat resting on a couch .,EQUI,5
Two dogs and one cat,Two dogs and a cat,Two dogs and one cat sitting on couch .,Two dogs and a cat resting on a couch .,EQUI,5
,.,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,NOALI,NIL
smiling,are posing,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,REL,3
,and,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,NOALI,NIL
,for the camera,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,NOALI,NIL
with their thumbs up,giving the thumbs up sign,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,EQUI,5
One Asian and one occasion woman,Two women,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,SPE1,2
in glasses,,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,NOALI,NIL
.,,One Asian and one occasion woman in glasses smiling with their thumbs up .,Two women are posing for the camera and giving the thumbs up sign .,NOALI,NIL
Two mountain goats,Two animals,Two mountain goats grazing in front of an alpine lake .,"Two animals grazing next to a mountain , and a body of water .",SPE1,2
,.,Two mountain goats grazing in front of an alpine lake .,"Two animals grazing next to a mountain , and a body of water .",NOALI,NIL
grazing,grazing,Two mountain goats grazing in front of an alpine lake .,"Two animals grazing next to a mountain , and a body of water .",EQUI,5
in front of an alpine lake,"next to a mountain , and a body of water",Two mountain goats grazing in front of an alpine lake .,"Two animals grazing next to a mountain , and a body of water .",SIMI,4
.,,Two mountain goats grazing in front of an alpine lake .,"Two animals grazing next to a mountain , and a body of water .",NOALI,NIL
in a station,at the city train station,A passenger train waiting in a station .,A passenger train waiting at the city train station .,SPE2,4
A passenger train,A passenger train,A passenger train waiting in a station .,A passenger train waiting at the city train station .,EQUI,5
waiting,waiting,A passenger train waiting in a station .,A passenger train waiting at the city train station .,EQUI,5
,.,A passenger train waiting in a station .,A passenger train waiting at the city train station .,NOALI,NIL
.,,A passenger train waiting in a station .,A passenger train waiting at the city train station .,NOALI,NIL
by a shop,outside a bookstore,A bicycle is parked by a shop .,A bicycle is parked outside a bookstore .,SPE2,4
,.,A bicycle is parked by a shop .,A bicycle is parked outside a bookstore .,NOALI,NIL
.,,A bicycle is parked by a shop .,A bicycle is parked outside a bookstore .,NOALI,NIL
is parked,is parked,A bicycle is parked by a shop .,A bicycle is parked outside a bookstore .,EQUI,5
A bicycle,A bicycle,A bicycle is parked by a shop .,A bicycle is parked outside a bookstore .,EQUI,5
in a black leather chair,on a leather chair,A orange and white cat laying on a blanket in a black leather chair .,A ginger and white cat curled up and asleep on a leather chair .,SPE1,4
A orange and white cat,A ginger and white cat,A orange and white cat laying on a blanket in a black leather chair .,A ginger and white cat curled up and asleep on a leather chair .,SPE2,4
laying,curled up and asleep,A orange and white cat laying on a blanket in a black leather chair .,A ginger and white cat curled up and asleep on a leather chair .,SPE1,4
on a blanket,,A orange and white cat laying on a blanket in a black leather chair .,A ginger and white cat curled up and asleep on a leather chair .,NOALI,NIL
.,,A orange and white cat laying on a blanket in a black leather chair .,A ginger and white cat curled up and asleep on a leather chair .,NOALI,NIL
,.,A orange and white cat laying on a blanket in a black leather chair .,A ginger and white cat curled up and asleep on a leather chair .,NOALI,NIL
,.,Black train on train tracks .,A train on the train tracks .,NOALI,NIL
on train tracks,on the train tracks,Black train on train tracks .,A train on the train tracks .,EQUI,5
.,,Black train on train tracks .,A train on the train tracks .,NOALI,NIL
Black train,A train,Black train on train tracks .,A train on the train tracks .,SPE1,4
,.,Young couple sitting on a black couch .,Young couple sitting on couch .,NOALI,NIL
on a black couch,on couch,Young couple sitting on a black couch .,Young couple sitting on couch .,SPE1,4
Young couple,Young couple,Young couple sitting on a black couch .,Young couple sitting on couch .,EQUI,5
sitting,sitting,Young couple sitting on a black couch .,Young couple sitting on couch .,EQUI,5
.,,Young couple sitting on a black couch .,Young couple sitting on couch .,NOALI,NIL
on a couch,on couch,A couple posing for a picture on a couch .,Young couple sitting on couch .,EQUI,5
,.,A couple posing for a picture on a couch .,Young couple sitting on couch .,NOALI,NIL
.,,A couple posing for a picture on a couch .,Young couple sitting on couch .,NOALI,NIL
posing,sitting,A couple posing for a picture on a couch .,Young couple sitting on couch .,REL,3
A couple,Young couple,A couple posing for a picture on a couch .,Young couple sitting on couch .,SPE2,4
for a picture,,A couple posing for a picture on a couch .,Young couple sitting on couch .,NOALI,NIL
,with hood up,Red double decker bus .,Red double decker bus with hood up .,NOALI,NIL
.,,Red double decker bus .,Red double decker bus with hood up .,NOALI,NIL
,.,Red double decker bus .,Red double decker bus with hood up .,NOALI,NIL
Red double decker bus,Red double decker bus,Red double decker bus .,Red double decker bus with hood up .,EQUI,5
,with food,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,NOALI,NIL
A group,A group,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,EQUI,5
at a restaurant table,around a table,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,SPE1,4
of people,of people,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,EQUI,5
sitting,sitting,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,EQUI,5
,.,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,NOALI,NIL
.,,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,NOALI,NIL
,on it,A group of people sitting at a restaurant table .,A group of people sitting around a table with food on it .,NOALI,NIL
napping,sleeping,a dog napping under a small table .,A dog sleeping under a table .,SIMI,4
,.,a dog napping under a small table .,A dog sleeping under a table .,NOALI,NIL
under a small table,under a table,a dog napping under a small table .,A dog sleeping under a table .,SPE1,4
.,,a dog napping under a small table .,A dog sleeping under a table .,NOALI,NIL
a dog,A dog,a dog napping under a small table .,A dog sleeping under a table .,EQUI,5
.,,A boat with four sails is sailing on water .,Sail boat sailing on the water .,NOALI,NIL
,.,A boat with four sails is sailing on water .,Sail boat sailing on the water .,NOALI,NIL
on water,on the water,A boat with four sails is sailing on water .,Sail boat sailing on the water .,EQUI,5
A boat with four sails,Sail boat,A boat with four sails is sailing on water .,Sail boat sailing on the water .,SPE1,3
is sailing,sailing,A boat with four sails is sailing on water .,Sail boat sailing on the water .,EQUI,5
,.,A smiling woman holding a small baby .,Two smiling women holding a baby .,NOALI,NIL
A smiling woman,Two smiling women,A smiling woman holding a small baby .,Two smiling women holding a baby .,SIMI,4
.,,A smiling woman holding a small baby .,Two smiling women holding a baby .,NOALI,NIL
a small baby,a baby,A smiling woman holding a small baby .,Two smiling women holding a baby .,SPE1,4
holding,holding,A smiling woman holding a small baby .,Two smiling women holding a baby .,EQUI,5
.,,Red double decker bus on side of street .,A red double decker bus on a city street .,NOALI,NIL
,.,Red double decker bus on side of street .,A red double decker bus on a city street .,NOALI,NIL
Red double decker bus,A red double decker bus,Red double decker bus on side of street .,A red double decker bus on a city street .,EQUI,5
on side of street,on a city street,Red double decker bus on side of street .,A red double decker bus on a city street .,SPE2,4
the window,of a window,Gray cat looking out the window .,A cat looking out of a window .,EQUI,5
,.,Gray cat looking out the window .,A cat looking out of a window .,NOALI,NIL
looking out,looking out,Gray cat looking out the window .,A cat looking out of a window .,EQUI,5
.,,Gray cat looking out the window .,A cat looking out of a window .,NOALI,NIL
Gray cat,A cat,Gray cat looking out the window .,A cat looking out of a window .,SPE1,4
,.,Two green and white trains sitting on the tracks .,Two green and white trains are sitting on the train track .,NOALI,NIL
Two green and white trains,Two green and white trains,Two green and white trains sitting on the tracks .,Two green and white trains are sitting on the train track .,EQUI,5
.,,Two green and white trains sitting on the tracks .,Two green and white trains are sitting on the train track .,NOALI,NIL
on the tracks,on the train track,Two green and white trains sitting on the tracks .,Two green and white trains are sitting on the train track .,SIMI,4
sitting,are sitting,Two green and white trains sitting on the tracks .,Two green and white trains are sitting on the train track .,EQUI,5
.,,A cat looking at the camera .,"A gray , black , and white cat looking at the camera .",NOALI,NIL
,.,A cat looking at the camera .,"A gray , black , and white cat looking at the camera .",NOALI,NIL
the camera,the camera,A cat looking at the camera .,"A gray , black , and white cat looking at the camera .",EQUI,5
A cat,"A gray , black , and white cat",A cat looking at the camera .,"A gray , black , and white cat looking at the camera .",SPE2,3
looking at,looking at,A cat looking at the camera .,"A gray , black , and white cat looking at the camera .",EQUI,5
lying,laying,A gray cat lying on a wooden table .,A gray cat laying on a dining table .,EQUI,5
,.,A gray cat lying on a wooden table .,A gray cat laying on a dining table .,NOALI,NIL
on a wooden table,on a dining table,A gray cat lying on a wooden table .,A gray cat laying on a dining table .,SIMI,4
.,,A gray cat lying on a wooden table .,A gray cat laying on a dining table .,NOALI,NIL
A gray cat,A gray cat,A gray cat lying on a wooden table .,A gray cat laying on a dining table .,EQUI,5
.,,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,NOALI,NIL
with a baby,with infant,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,EQUI,5
in a chair,on chair,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,EQUI,5
on his lap,,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,NOALI,NIL
A father,Man,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,SPE1,3
napping,sleeping,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,SIMI,4
,.,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,NOALI,NIL
,with pink shirt,A father napping in a chair with a baby on his lap .,Man with pink shirt sleeping on chair with infant .,NOALI,NIL
perched,perched,Green and white bird perched on tree branch .,Bird with a green head and white chest perched on a tree branch .,EQUI,5
Green and white bird,Bird with a green head and white chest,Green and white bird perched on tree branch .,Bird with a green head and white chest perched on a tree branch .,SPE2,3
on tree branch,on a tree branch,Green and white bird perched on tree branch .,Bird with a green head and white chest perched on a tree branch .,EQUI,5
,.,Green and white bird perched on tree branch .,Bird with a green head and white chest perched on a tree branch .,NOALI,NIL
.,,Green and white bird perched on tree branch .,Bird with a green head and white chest perched on a tree branch .,NOALI,NIL
A red and white plane,Red and white plane,A red and white plane flying on a sunny day .,Red and white plane flying through the air .,EQUI,5
flying,flying,A red and white plane flying on a sunny day .,Red and white plane flying through the air .,EQUI,5
on a sunny day,,A red and white plane flying on a sunny day .,Red and white plane flying through the air .,NOALI,NIL
,.,A red and white plane flying on a sunny day .,Red and white plane flying through the air .,NOALI,NIL
,through the air,A red and white plane flying on a sunny day .,Red and white plane flying through the air .,NOALI,NIL
.,,A red and white plane flying on a sunny day .,Red and white plane flying through the air .,NOALI,NIL
,.,a woman with a viking hat on .,Smiling woman sitting wearing a viking hat .,NOALI,NIL
,sitting,a woman with a viking hat on .,Smiling woman sitting wearing a viking hat .,NOALI,NIL
.,,a woman with a viking hat on .,Smiling woman sitting wearing a viking hat .,NOALI,NIL
with a viking hat,a viking hat,a woman with a viking hat on .,Smiling woman sitting wearing a viking hat .,EQUI,5
a woman,Smiling woman,a woman with a viking hat on .,Smiling woman sitting wearing a viking hat .,SPE2,4
on,wearing,a woman with a viking hat on .,Smiling woman sitting wearing a viking hat .,SIMI,4
underneath a chair,on the floor,A small white cat with glowing eyes standing underneath a chair .,A white cat stands on the floor .,SPE1,4
,.,A small white cat with glowing eyes standing underneath a chair .,A white cat stands on the floor .,NOALI,NIL
